School,Name,Position,Class,Hometown,High School
2023 Football Roster - Pitt Panthers #H2P,Addison Copeland III,WR,R-Fr.,"Buffalo, NY",Western New York Maritime Charter
2023 Football Roster - Pitt Panthers #H2P,John Glenn,DB,Fr.,"Decatur, GA",Woodward Academy
2023 Football Roster - Pitt Panthers #H2P,Cole Mitchell,TE,R-So.,"Frederick, MD",Linganore
2023 Football Roster - Pitt Panthers #H2P,Adam Howanitz,TE,Fr.,"Archbald, PA",Valley View
2023 Football Roster - Pitt Panthers #H2P,Jimmy Scott,DL,R-Fr.,"Cheektowaga, NY",St. Francis
2023 Football Roster - Pitt Panthers #H2P,Dante Caputo,DB,R-Sr.,"Wexford, PA",North Allegheny
2023 Football Roster - Pitt Panthers #H2P,Zach Zollers,DL,Fr.,"Royersford, PA",Spring-Ford
2023 Football Roster - Pitt Panthers #H2P,Aydin Henningham,LB,R-Jr.,"Delray Beach, FL",Deerfield Beach
2023 Football Roster - Pitt Panthers #H2P,Caden Smith,WR,R-Fr.,"Murrysville, PA",Franklin Regional
2023 Football Roster - Pitt Panthers #H2P,Matthew Amofa,DB,R-Fr.,"Hillsborough, NJ",Hillsborough
2023 Football Roster - Pitt Panthers #H2P,Byron Floyd,LS,R-Jr.,"Mentor, OH",Mentor
2023 Football Roster - Pitt Panthers #H2P,Jason Collier Jr.,OL,R-Sr.,"West Deptford, NJ",West Deptford
2023 Football Roster - Pitt Panthers #H2P,Dayon Hayes,DL,Sr.,"Pittsburgh, PA",Westinghouse
2023 Football Roster - Pitt Panthers #H2P,Dorien Ford,OL,R-So.,"Pittsburgh, PA",Baldwin
2023 Football Roster - Pitt Panthers #H2P,Drew Foster,LB,R-Fr.,"Austin, TX",Hyde Park Baptist
2023 Football Roster - Pitt Panthers #H2P,Abe Ibrahim,LB,R-Fr.,"Bridgeville, PA",Chartiers Valley
2023 Football Roster - Pitt Panthers #H2P,Todd Hill,DL,Sr.,"Homestead, PA",Steel Valley
2023 Football Roster - Pitt Panthers #H2P,Jake Kradel,OL,R-Sr.,"Butler, PA",Butler Senior
2023 Football Roster - Pitt Panthers #H2P,Trey Andersen,OL,R-So.,"Eagle Mountain, UT",Lehi
2023 Football Roster - Pitt Panthers #H2P,Dylan Bennett,LB,R-So.,"Montoursville, PA",Montoursville
2023 Football Roster - Pitt Panthers #H2P,Sean FitzSimmons,DL,R-Fr.,"Monaca, PA",Central Valley
2023 Football Roster - Pitt Panthers #H2P,BJ Williams,OL,Fr.,"Lawrenceville, GA",Creekside
2023 Football Roster - Pitt Panthers #H2P,Will King IV,DL,R-Jr.,"Holland, MI",Holland Christian
2023 Football Roster - Pitt Panthers #H2P,Brody Riffe,OL,Fr.,"Winter Garden, FL",West Orange
2023 Football Roster - Pitt Panthers #H2P,Bam Brima,DL,R-Sr.,"Worcester, MA",Loyalsock Township (PA)
2023 Football Roster - Pitt Panthers #H2P,Graysen Riffe,OL,Fr.,"Winter Garden, FL",West Orange
2023 Football Roster - Pitt Panthers #H2P,Terrence Moore,OL,R-So.,"Massillon, OH",Massillon Washington
2023 Football Roster - Pitt Panthers #H2P,Nick Lapi,LB,R-So.,"Upper Saddle River, NJ",Northern Highlands
2023 Football Roster - Pitt Panthers #H2P,Ryan Jacoby,OL,R-Sr.,"Mentor, OH",Mentor
2023 Football Roster - Pitt Panthers #H2P,Matt Altsman,OL,R-Jr.,"Zelienople, PA",Pittsburgh Central Catholic
2023 Football Roster - Pitt Panthers #H2P,George  French II,OL,R-Jr.,"Bethlehem, PA",Bethlehem Catholic
2023 Football Roster - Pitt Panthers #H2P,Tai Ray,OL,Fr.,"Apopka, FL",Apopka
2023 Football Roster - Pitt Panthers #H2P,Blake Zubovic,OL,R-Sr.,"Belle Vernon, PA",Belle Vernon Area
2023 Football Roster - Pitt Panthers #H2P,Matt Metrosky,OL,R-So.,"Greensburg, PA",Greensburg Central Catholic
2023 Football Roster - Pitt Panthers #H2P,Ryan Baer,OL,R-Fr.,"Eastlake, OH",North
2023 Football Roster - Pitt Panthers #H2P,Ryan Carretta,OL,Fr.,"Galena, OH",St. Charles Prep
2023 Football Roster - Pitt Panthers #H2P,Isaiah Montgomery,OL,R-Fr.,"Virginia Beach, VA",Landstown
2023 Football Roster - Pitt Panthers #H2P,Terrence Enos Jr.,OL,R-So.,"Redford, MI",Cass Technical
2023 Football Roster - Pitt Panthers #H2P,Matt Goncalves,OL,R-Sr.,"Manorville, NY",Eastport-South Manor
2023 Football Roster - Pitt Panthers #H2P,Jackson Brown,OL,R-Fr.,"Danville, CA",San Ramon Valley
2023 Football Roster - Pitt Panthers #H2P,Branson Taylor,OL,R-Jr.,"Lorain, OH",Elyria Catholic
2023 Football Roster - Pitt Panthers #H2P,Thaddeus Shaw,WR,Fr.,"York, PA",Central York
2023 Football Roster - Pitt Panthers #H2P,Peter Vardzel,WR,R-So.,"Charleston, SC",Wando
2023 Football Roster - Pitt Panthers #H2P,Benny Haselrig,WR,Fr.,"Allison Park, PA",Hampton
2023 Football Roster - Pitt Panthers #H2P,Lamar Seymore,WR,Fr.,"Miami, FL",Miami Central
2023 Football Roster - Pitt Panthers #H2P,Jake McConnachie,WR,R-Jr.,"Verona, NJ",Verona
2023 Football Roster - Pitt Panthers #H2P,Josh Altsman,TE,R-Fr.,"Zelienople, PA",Pittsburgh Central Catholic
2023 Football Roster - Pitt Panthers #H2P,Gavin Bartholomew,TE,Jr.,"Schuylkill Haven, PA",Blue Mountain
2023 Football Roster - Pitt Panthers #H2P,Jake Renda,TE,R-So.,"Princeton, NJ",IMG Academy (FL)
2023 Football Roster - Pitt Panthers #H2P,Ben Sauls,PK,R-Jr.,"Tipp City, OH",Tippecanoe
2023 Football Roster - Pitt Panthers #H2P,Thomas Aden,DL,R-Fr.,"Lakewood, OH",St. Edward
2023 Football Roster - Pitt Panthers #H2P,Caleb Junko,P,R-So.,"Akron, OH",Hudson
2023 Football Roster - Pitt Panthers #H2P,Tyler Bentley,DL,R-Sr.,"West Chester, OH",Lakota West
2023 Football Roster - Pitt Panthers #H2P,Cam Guess,P,R-Jr.,"Belle Vernon, PA",Belle Vernon Area
2023 Football Roster - Pitt Panthers #H2P,James  Fineran,LS,R-So.,"Towson, MD",Calvert Hall College H.S.
2023 Football Roster - Pitt Panthers #H2P,Sam Carpenter,PK,Fr.,"Foxborough, MA",Foxborough
2023 Football Roster - Pitt Panthers #H2P,Elliot Donald,DL,R-So.,"Pittsburgh, PA",Pittsburgh Central Catholic
2023 Football Roster - Pitt Panthers #H2P,Devin Danielson,DL,R-Sr.,"Pittsburgh, PA",Thomas Jefferson
2023 Football Roster - Pitt Panthers #H2P,Isaiah Neal,DL,Fr.,Washington D.C.,St. Frances Academy (MD)
2023 Football Roster - Syracuse University Athletics,Kevon Darton,DL,R-Jr.,"Fitchburg, Mass.",Worcester Academy
2023 Football Roster - Syracuse University Athletics,LeQuint  Allen,RB,So.,"Millville, N.J.",Millville
2023 Football Roster - Syracuse University Athletics,Trebor Pena,WR,Jr.,"Ocean Township, N.J.",Ocean Township
2023 Football Roster - Syracuse University Athletics,Marlowe Wax,LB,Jr.,"Baltimore, Md.",Mount St. Joseph
2023 Football Roster - Syracuse University Athletics,Isaiah Johnson,DB,R-Sr.,"Beverly Hills, Mich.",Detroit Country Day
2023 Football Roster - Syracuse University Athletics,Caleb Okechukwu,DL,R-Sr.,"Washington, D.C.",St. John's College
2023 Football Roster - Syracuse University Athletics,Damien Alford,WR,Jr.,"Montreal, Quebec, Canada",McArthur (Fla.)
2023 Football Roster - Syracuse University Athletics,Alijah Clark,DB,Jr.,"Camden, N.J.",Camden
2023 Football Roster - Syracuse University Athletics,Garrett Shrader,QB,Sr.,"Charlotte, N.C.",Charlotte Christian School
2023 Football Roster - Syracuse University Athletics,Jason Simmons Jr.,DB,Sr.,"Lancaster, Texas",Lancaster
2023 Football Roster - Syracuse University Athletics,Stefon Thompson,LB,R-So.,"Charlotte, N.C.",Vance
2023 Football Roster - Syracuse University Athletics,Justin Barron,DB,Jr.,"Rocky Hill, Conn.",Suffield Academy
2023 Football Roster - Syracuse University Athletics,Braden Davis,QB,Fr.,"Middletown, Del.",Middletown
2023 Football Roster - Syracuse University Athletics,Zyian Moultrie-Goddard,LB,Fr.,"Bronx, N.Y.",Iona Prep
2023 Football Roster - Syracuse University Athletics,Jaeden Gould,DB,R-Fr.,"Somerset, N.J.",Bergen Catholic
2023 Football Roster - Syracuse University Athletics,Kendall Long,WR,R-So.,"Lexington, S.C.",River Bluff
2023 Football Roster - Syracuse University Athletics,Anwar Sparrow,LB,R-So.,"Virginia Beach, Va.",Salem
2023 Football Roster - Syracuse University Athletics,Mekhi Mason,LB,So.,"Pembroke Pines, Fla.",Monsignor Pace
2023 Football Roster - Syracuse University Athletics,Jeremiah Wilson,DB,So.,"Kissimmee, Fla.",Osceola
2023 Football Roster - Syracuse University Athletics,Derek McDonald,LB,R-So.,"Atlanta, Ga.",Marist School
2023 Football Roster - Syracuse University Athletics,Carlos Del Rio-Wilson,QB,R-So.,"Atlanta, Ga.",Cartersville
2023 Football Roster - Syracuse University Athletics,Leon Lowery,LB,R-So.,"Elizabeth, N.J.",North Brunswick
2023 Football Roster - Syracuse University Athletics,Umari Hatcher,WR,R-So.,"Woodbridge, Va.",Freedom
2023 Football Roster - Syracuse University Athletics,Jalil Martin,DB,RF,"Chicago, Ill.",Kenwood Academy
2023 Football Roster - Syracuse University Athletics,Luke MacPhail,QB,R-So.,"Boston, Mass.",Dexter Southfield
2023 Football Roster - Syracuse University Athletics,David Omopariola,LB,Fr.,"Baltimore, Md.",Woodlawn
2023 Football Roster - Syracuse University Athletics,Oronde Gadsden II,TE,Jr.,"Fort Lauderdale, Fla.",American Heritage (Plantation)
2023 Football Roster - Syracuse University Athletics,Cornell Perry,DB,R-Fr.,"Brownstown, Mich.",Woodhaven
2023 Football Roster - Syracuse University Athletics,Myles Farmer,DB,R-Jr.,"Atlanta, Ga.",Westlake
2023 Football Roster - Syracuse University Athletics,Bralyn Oliver,DB,R-So.,"Anderson, S.C.",Hough HS
2023 Football Roster - Syracuse University Athletics,Muwaffaq Parkman,RB,Fr.,"Newark, N.J.",Hillside
2023 Football Roster - Syracuse University Athletics,Deston Hawkins,RB,So.,"Menlo Park, Calif.",Menlo Atherton
2023 Football Roster - Syracuse University Athletics,Quan Peterson,DB,R-Fr.,"Chester, S.C.",South Pointe
2023 Football Roster - Syracuse University Athletics,Jayden Bellamy,DB,R-Fr.,"North Haledon, N.J.",Bergen Catholic
2023 Football Roster - Syracuse University Athletics,Ike Daniels,RB,Fr.,"Stafford, Va.",Mountain View
2023 Football Roster - Syracuse University Athletics,Mario Escobar,RB,R-So.,"Melville, N.Y.",St. Anthony's
2023 Football Roster - Syracuse University Athletics,Joshua Escobar,RB,R-Fr.,"Melville, N.Y.",St. Anthony's
2023 Football Roster - Syracuse University Athletics,Khalib Gilmore,LB,R-Jr.,Melbourne,"Melbourne, Fla."
2023 Football Roster - Syracuse University Athletics,Aman Greenwood,DB,R-Jr.,"Washington, D.C.",St. John's College
2023 Football Roster - Syracuse University Athletics,Max Perricone,WR,Fr.,"Toronto, Ontario, Canada",St. Andrews / Cheshire Academy
2023 Football Roster - Syracuse University Athletics,Malcolm Folk,DB,R-So.,"Pottsgrove, Pa.",Episcopal Academy
2023 Football Roster - Syracuse University Athletics,Juwaun Price,RB,R-Jr.,"Phoenix, Ariz.",Peoria
2023 Football Roster - Syracuse University Athletics,Jakobie Seabourn,DB,Jr.,"Houston, Texas",Cypress Ranch
2023 Football Roster - Syracuse University Athletics,Berry Buxton III,DB,R-So.,"San Diego, Calif.",Olympian
2023 Football Roster - Syracuse University Athletics,Chase Simmons,DL,R-So.,"Little River, S.C.",North Myrtle Beach
2023 Football Roster - Syracuse University Athletics,Tyler Chandler,RB,Fr.,"Plantation, Florida",St. Thomas Aquinas
2023 Football Roster - Syracuse University Athletics,Yosuke Sugano,LB,R-Sr.,"Akashi, Japan",Greenville (PA)
2023 Football Roster - Syracuse University Athletics,Nick Armentano,WR,Fr.,"Westport, Conn.",Staples / IMG Academy
2023 Football Roster - Syracuse University Athletics,Gregory Delaine,DB,R-Fr.,"Fort Myers, Fla.",Fort Myers
2023 Football Roster - Syracuse University Athletics,Ryan Dolan,LB,R-So.,"Novato, Calif.",Marin Catholic
2023 Football Roster - Syracuse University Athletics,JJ Branham,RB,R-Jr.,"Columbus, Ohio",Northland
2023 Football Roster - Syracuse University Athletics,Kyle Acker,WR,R-So.,"Ballston Lake, N.Y.",Shenendehowa / IMG Academy
2023 Football Roster - Syracuse University Athletics,Max Von Marburg,P,So.,"Wagga Wagga, New South Wales, Australia",St Mary Mackillop Colleges Wagga
2023 Football Roster - Syracuse University Athletics,Cam Reirden,DB,R-So.,"Belmont, Mass.",Belmont Hill
2023 Football Roster - Syracuse University Athletics,Josiah Jeffery,LB,Fr.,"Greenwood, S.C.",Greenwood
2023 Football Roster - Syracuse University Athletics,Max Runyon,TE,R-So.,"Saddle River, NJ",St. Joseph's
2023 Football Roster - Syracuse University Athletics,Clay Masters,DB,R-So.,"West Linn, Ore.",West Linn
2023 Football Roster - Syracuse University Athletics,Tommy Porter,DB,R-So.,"Pasadena, Calif.",Flintridge Prep
2023 Football Roster - Syracuse University Athletics,Jack Stonehouse,P,R-So.,"Camarillo, Calif.",Chaminade
2023 Football Roster - Syracuse University Athletics,Austin Roon,LB,R-So.,"Byron Center, MI.",Byron Center
2023 Football Roster - Syracuse University Athletics,Mike Midkiff,LS,R-Jr.,"Colorado Springs, Colo.",Air Academy
2023 Football Roster - Syracuse University Athletics,Kadin Bailey,LB,So.,"Jefferson, Ga.",Jefferson
2023 Football Roster - Syracuse University Athletics,Tom Callahan,LS,R-Jr.,"Roseland, N.J.",Seton Hall Prep
2023 Football Roster - Syracuse University Athletics,Carter Clark,TE,R-Fr.,"Hilton, N.Y.",Hilton
2023 Football Roster - Syracuse University Athletics,Jack Oberhofer,TE,Fr.,"Glen Ellyn, Ill.",Glenbard West
2023 Football Roster - Syracuse University Athletics,Josh Kubala,LB,R-Fr.,"Syracuse, N.Y.",Cicero-North Syracuse
2023 Football Roster - Syracuse University Athletics,J'Onre Reed,OL,Jr.,"Houston, Texas",Eisenhower
2023 Football Roster - Syracuse University Athletics,Braylen Ingraham,DL,R-Jr.,"Fort Lauderdale, Fla.",St. Thomas Aquinas
2023 Football Roster - Syracuse University Athletics,Ted Olsen,OL,Fr.,"Palos Verdes Estates, Calif.",Palos Verdes / IMG Academy
2023 Football Roster - Syracuse University Athletics,Josh Ilaoa,OL,Jr.,"Charlotte, N.C.",Mallard Creek
2023 Football Roster - Syracuse University Athletics,Patrick Alberga,OL,R-So.,"Saranac Lake, N.Y.",Saranac Lake
2023 Football Roster - Syracuse University Athletics,Trevion  Mack,OL,Fr.,"Moundsview, Minn.",Irondale
2023 Football Roster - Syracuse University Athletics,Denis Jaquez Jr.,DL,So.,"Pennsauken, N.J.",St. Augustine Prep
2023 Football Roster - Syracuse University Athletics,Marcale Billue,LB,Fr.,"Syracuse, N.Y.",Corcoran
2023 Football Roster - Syracuse University Athletics,Ethan Stangle,LS,R-Fr.,"Bel Air, Md.",John Carroll
2023 Football Roster - Syracuse University Athletics,Christopher Bleich,OL,R-Sr.,"Hanover Township, Pa.",Wyoming Valley West
2023 Football Roster - Syracuse University Athletics,Jayden Bass,OL,Fr.,"Springfield, Ma.",Springfield Central
2023 Football Roster - Syracuse University Athletics,Enrique Cruz Jr.,OL,R-So.,"Chicago, Ill.",Willowbrook
2023 Football Roster - Syracuse University Athletics,Lysander Moeolo,OL,Jr.,"Viatogi, American Samoa",Timberlane
2023 Football Roster - Syracuse University Athletics,Mark Petry,OL,R-Jr.,"Hochheim am Main, Germany",Graf-Stauffenberg-Gymnasium
2023 Football Roster - Syracuse University Athletics,Wes Hoeh,OL,R-So.,"Glen Ellyn, Ill.",Glenbard West
2023 Football Roster - Syracuse University Athletics,Jakob Bradford,OL,R-Jr.,"Brooklyn Park, Minn.",Park Center
2023 Football Roster - Syracuse University Athletics,Austyn Kauhi,OL,R-So.,"Nanakuli, Hawaii.",Kamehameha
2023 Football Roster - Syracuse University Athletics,Kalan  Ellis,OL,Jr.,"Waimanalo, Hawaii.",St. Louis School
2023 Football Roster - Syracuse University Athletics,Joe More,OL,R-Sr.,"Franklin, Tenn.",Christ Presbyterian Academy
2023 Football Roster - Syracuse University Athletics,Joe Cruz,OL,R-Fr.,"Holbrook, N.Y.",Sachem North
2023 Football Roster - Syracuse University Athletics,David Wohlabaugh Jr.,OL,R-So.,"Stow, Ohio",Walsh Jesuit
2023 Football Roster - Syracuse University Athletics,Isaiah Jones,WR,R-Jr.,"Cocoa, Fla.",Cocoa
2023 Football Roster - Syracuse University Athletics,Maximilian Mang,TE,Jr.,"Nuthetal, Germany",Leibniz-Gymnasium Potsdam
2023 Football Roster - Syracuse University Athletics,Darrell Gill Jr.,WR,Fr.,"Atascocita, Texas",Atascocita
2023 Football Roster - Syracuse University Athletics,Bryce Cohoon,WR,Fr.,"Wichita, Kansas",Maize
2023 Football Roster - Syracuse University Athletics,Nate Wellington,WR,R-Jr.,"Skaneateles, N.Y.",Skaneateles
2023 Football Roster - Syracuse University Athletics,D'Marcus Adams,WR,R-Sr.,"Ormond Beach, Fla.",Mainland
2023 Football Roster - Syracuse University Athletics,David Clement,TE,Fr.,"Albany, N.Y.",CBA
2023 Football Roster - Syracuse University Athletics,Donovan Brown,WR,R-Fr.,"Montgomery Village, Md.",Quince Orchard
2023 Football Roster - Syracuse University Athletics,Steven Mahar Jr.,TE,Jr.,"Rochester, N.Y.",Aquinas Institute
2023 Football Roster - Syracuse University Athletics,Dan Villari,TE,R-So.,"Massapequa, N.Y.",Plainedge
2023 Football Roster - Syracuse University Athletics,Terry Lockett,DL,R-So.,"Springfield, Mass.",Springfield Central
2023 Football Roster - Syracuse University Athletics,Jalil Smith,DL,Fr.,"Brooklyn, N.Y.",Abraham Lincoln
2023 Football Roster - Syracuse University Athletics,Brady Denaburg,PK,So.,"Merritt Island, Fla.",Merritt Island
2023 Football Roster - Syracuse University Athletics,Rashard Perry,DL,Fr.,"Buffalo, N.Y.",Bennett
2023 Football Roster - Syracuse University Athletics,Ty Gordon,DL,Fr.,"Gainsville, Va.",Battlefield
2023 Football Roster - Syracuse University Athletics,Kevin Jobity Jr.,DL,So.,"Buffalo, N.Y.",Maryvale
2023 Football Roster - Syracuse University Athletics,Ian Hawkins,P/PK,R-So.,"San Diego, Calif.",Cathedral Catholic
2023 Football Roster - Syracuse University Athletics,Francois Nolton Jr.,DL,R-Fr.,"Miami, Fla.",Edison
2023 Football Roster - Syracuse University Athletics,Elijah Wright,DL,R-So.,"Syracuse, N.Y.",Solvay
2023 Football Roster - Syracuse University Athletics,Belizaire Bassette,DL,R-Fr.,"Broward, Fla.",American Heritage
2023 Football Roster - Syracuse University Athletics,Jadyn  Oh,K,Fr.,"Alexandria, Va.",Chantilly
2023 Football Roster - Syracuse University Athletics,Elijah  Fuentes-Cundiff,DL,R-So.,"Bronx, N.Y.",Cardinal Hayes
2023 Football Roster - University of Cincinnati Athletics,Jowon Briggs,DE,Sr.,"Cincinnati, Ohio",Walnut Hills
2023 Football Roster - University of Cincinnati Athletics,Braden Smith,WR,R-Sr.,"Flowood, Miss.",Northwest Rankin
2023 Football Roster - University of Cincinnati Athletics,Jordan Young,CB,R-So.,"Tampa, Fla.",Gaither
2023 Football Roster - University of Cincinnati Athletics,Dontay Corleone,DL,R-So.,"Cincinnati, Ohio",Colerain
2023 Football Roster - University of Cincinnati Athletics,Dee Wiggins,WR,R-Sr.,"Miami, Fla.",Miami Southridge
2023 Football Roster - University of Cincinnati Athletics,Deshawn Pace,STAR,Sr.,"Cincinnati, Ohio",Colerain
2023 Football Roster - University of Cincinnati Athletics,Evan Prater,WR,R-Jr.,"Cincinnati, Ohio",Wyoming
2023 Football Roster - University of Cincinnati Athletics,Malik Vann,DE,R-Sr.,"Cincinnati, Ohio",Fairfield
2023 Football Roster - University of Cincinnati Athletics,Ethan Wright,RB,Sr.,"Akron, Ohio",Manchester
2023 Football Roster - University of Cincinnati Athletics,Emory Jones,QB,R-Sr.,"La Grange, Ga.",Heard County
2023 Football Roster - University of Cincinnati Athletics,D.J. Taylor,S,R-Jr.,"Tampa, Fla.",Tampa Catholic
2023 Football Roster - University of Cincinnati Athletics,Dorian Jones,LB,Sr.,"Boynton Beach, Fla.",American Heritage
2023 Football Roster - University of Cincinnati Athletics,Sammy Anderson Jr.,CB,R-Jr.,"Dayton, Ohio",Trotwood-Madison
2023 Football Roster - University of Cincinnati Athletics,Chamon Metayer,TE,R-So.,"Miami, Fla.",North Miami
2023 Football Roster - University of Cincinnati Athletics,Isiah Cox,S,R-So.,"Alcoa, Tenn.",Alcoa
2023 Football Roster - University of Cincinnati Athletics,Xzavier Henderson,WR,Sr.,"Miami, Fla.",Columbus
2023 Football Roster - University of Cincinnati Athletics,Daniel Grzesiak,OLB,R-Sr.,"Los Angeles, Calif.",Crenshaw
2023 Football Roster - University of Cincinnati Athletics,Aaron  Turner,WR,Jr.,"Ellicott, Md.",Gonzaga College
2023 Football Roster - University of Cincinnati Athletics,Jack Perry,QB,R-Sr.,"Mountain View, Calif.",St. Francis
2023 Football Roster - University of Cincinnati Athletics,Bryon Threats,S,Jr.,"Columbus, Ohio",Coffman
2023 Football Roster - University of Cincinnati Athletics,Jayden Davis,S,Fr.,"Suwanee, Ga.",Collins Hill
2023 Football Roster - University of Cincinnati Athletics,Donovan Ollie,WR,R-Sr.,"Wylie, Texas",Wylie
2023 Football Roster - University of Cincinnati Athletics,Brady Drogosh,QB,Fr.,"Warren, Mich.",De La Salle Collegiate
2023 Football Roster - University of Cincinnati Athletics,Justin  Harris,CB,R-Sr.,"Dayton, Ohio",Wayne
2023 Football Roster - University of Cincinnati Athletics,Jacob Hoying,QB,R-So.,"Columbus, Ohio",Bishop Watterson
2023 Football Roster - University of Cincinnati Athletics,Kyree Moyston,DE,So.,"Norfolk, Va.",Kings Fork
2023 Football Roster - University of Cincinnati Athletics,Rayquan Adkins,CB,Fr.,"Miami, Fla.",Northwestern
2023 Football Roster - University of Cincinnati Athletics,Barry Jackson Jr.,WR,Fr.,"Ellenwood, Ga.",Cedar Grove
2023 Football Roster - University of Cincinnati Athletics,Will Kocher,QB,Fr.,"Kings Mills, Ohio",Kings
2023 Football Roster - University of Cincinnati Athletics,Taj Ward,DB,R-Sr.,"Solon, Ohio",Solon
2023 Football Roster - University of Cincinnati Athletics,Brady Lichtenberg,QB,R-So.,"Toledo, Ohio",St. John's Jesuit
2023 Football Roster - University of Cincinnati Athletics,Jabril White,DB,Jr.,"Oakland, Calif.",McClymonds
2023 Football Roster - University of Cincinnati Athletics,Joey Beljan,TE,R-Sr.,"Holland, N.J.",Delaware Valley
2023 Football Roster - University of Cincinnati Athletics,Brian Simms III,LB,Fr.,"Baltimore, Md.",St. Frances Academy
2023 Football Roster - University of Cincinnati Athletics,Trevor Carter,LB,Fr.,"Ironton, Ohio",Ironton
2023 Football Roster - University of Cincinnati Athletics,Tyler  Gillison,OLB,R-Fr.,"Pickerington, Ohio",Pickerington Central
2023 Football Roster - University of Cincinnati Athletics,Oliver Bridges,DB,R-Fr.,"Potomac, Md.",The Bullis School
2023 Football Roster - University of Cincinnati Athletics,Kalen  Carroll,DB,R-Fr.,"Indianapolis, Ind.",Center Grove
2023 Football Roster - University of Cincinnati Athletics,Corey Kiner,RB,Jr.,"Cincinnati, Ohio",Roger Bacon
2023 Football Roster - University of Cincinnati Athletics,Ryan Montgomery,RB,Sr.,"Franklin, Ohio",Franklin
2023 Football Roster - University of Cincinnati Athletics,Jonathan  Thompson,LB,R-Fr.,"Columbus, Ohio",St. Francis De Sales
2023 Football Roster - University of Cincinnati Athletics,Daved Jones Jr.,LB,R-Jr.,"Cincinnati, Ohio",Lakota West
2023 Football Roster - University of Cincinnati Athletics,Todd Bumphis,CB,R-Jr.,"Toledo, Ohio",St. Francis De Sales
2023 Football Roster - University of Cincinnati Athletics,Shaun Thomas,RB,R-So.,"Lima, Ohio",Central Catholic
2023 Football Roster - University of Cincinnati Athletics,Myles Montgomery,RB,R-So.,"Jacksonville, Fla.",Fletcher
2023 Football Roster - University of Cincinnati Athletics,Ken Willis,STAR,R-Fr.,"Cincinnati, Ohio",Colerain
2023 Football Roster - University of Cincinnati Athletics,Manny Covey,RB,Fr.,"Starke, Fla.",Bradford
2023 Football Roster - University of Cincinnati Athletics,Au'braylen Million,DB,R-Fr.,"Middletown, Ohio",Middletown
2023 Football Roster - University of Cincinnati Athletics,Mason Fletcher,P,Jr.,"Melbourne, Australia",ProKick
2023 Football Roster - University of Cincinnati Athletics,James  Camden,LB,R-Jr.,"Cincinnati, Ohio",Anderson
2023 Football Roster - University of Cincinnati Athletics,Carter Brown,K,So.,"Pearland, Texas",Dawson
2023 Football Roster - University of Cincinnati Athletics,CJ  Doggette,DE,R-Fr.,"Pickerington, Ohio",Pickerington Central
2023 Football Roster - University of Cincinnati Athletics,Caleb Schmitz,TE,R-So.,"Lancaster, Pa.",Warwick
2023 Football Roster - University of Cincinnati Athletics,Brady Young,P,R-So.,"Perrysburg, Ohio",Perrysburg
2023 Football Roster - University of Cincinnati Athletics,Victor Dawson,RB,R-So.,"Akron, Ohio",Hoban
2023 Football Roster - University of Cincinnati Athletics,Trevor Adams,LB,R-So.,"Loveland, Ohio",Goshen
2023 Football Roster - University of Cincinnati Athletics,Nijal Mooney,LB,R-So.,"Cincinnati, Ohio",Roger Bacon
2023 Football Roster - University of Cincinnati Athletics,Bryce Burton,H/K,R-Sr.,"Cincinnati, Ohio",Princeton
2023 Football Roster - University of Cincinnati Athletics,Cincear Lewis,LB,R-Fr.,"Kalamazoo, Mich.",Kalamazoo Central
2023 Football Roster - University of Cincinnati Athletics,Kamari Burns,DE,Fr.,"Columbus, Ohio",Gahanna Lincoln
2023 Football Roster - University of Cincinnati Athletics,Quinn Staten,LB,Fr.,"Toledo, Ohio",St. John's Jesuit
2023 Football Roster - University of Cincinnati Athletics,Stephan Byrd,RB,R-Fr.,"Canal Winchester, Ohio",Canal Winchester
2023 Football Roster - University of Cincinnati Athletics,Dion Hunter,LB,R-Jr.,"Albuquerque, N.M.",Cleveland
2023 Football Roster - University of Cincinnati Athletics,George Udo,S,Sr.,"Antioch, Calif.",Berean Christian
2023 Football Roster - University of Cincinnati Athletics,Jah-Mal Williams,OLB,R-So.,"Carver Ranches, Fla.",Cardinal Gibbons
2023 Football Roster - University of Cincinnati Athletics,Barak Faulk,TE,R-Jr.,"Cincinnati, Ohio",Mason
2023 Football Roster - University of Cincinnati Athletics,Antwan Peek Jr.,S,R-Fr.,"Cincinnati, Ohio",Indian Hill
2023 Football Roster - University of Cincinnati Athletics,Rory Bell,K,R-Jr.,"Wilmington, Ohio",Wilmington
2023 Football Roster - University of Cincinnati Athletics,Weston Simmons,LS,Fr.,"Mason, Ohio",Mason
2023 Football Roster - University of Cincinnati Athletics,Jack Dingle,LB,R-So.,"Louisville, Ky.",Trinity
2023 Football Roster - University of Cincinnati Athletics,Jackson Bruscianelli,LB,R-Sr.,"Chicago, Ill.",Montini Catholic
2023 Football Roster - University of Cincinnati Athletics,Evan  Tengesdahl,OL,Fr.,"Dayton, Ohio",Wayne
2023 Football Roster - University of Cincinnati Athletics,Ben Blevins,DL,R-Jr.,"Cincinnati, Ohio",La Salle
2023 Football Roster - University of Cincinnati Athletics,Connor Ingram,P,So.,"Powell, Ohio",Olentangy Liberty
2023 Football Roster - University of Cincinnati Athletics,Gavin Gerhardt,OL,R-Jr.,"Xenia, Ohio",Xenia
